,Province/State,Country/Region,Lat,Long,Date,Min Temp (F),Max Temp (F),Wind Speed (Miles),Humidity,Pressure,Precip (Inches),Weather Code
247,"Bennington County, VT",US,43.03,-73.14,2020-03-23,22.0,31.0,11.0,68.0,1033.0,0.0,338.0
248,"Carver County, MN",US,44.83,-93.78,2020-03-23,35.0,49.0,4.0,63.0,1021.0,0.0,119.0
249,"Charlotte County, FL",US,26.89,-81.91,2020-03-23,68.0,83.0,7.0,54.0,1024.0,0.0,122.0
250,"Cherokee County, GA",US,34.25,-84.48,2020-03-23,52.0,60.0,5.0,99.0,1022.0,0.9,308.0
251,"Collin County, TX",US,33.18,-96.49,2020-03-23,55.0,71.0,8.0,89.0,1019.0,0.0,143.0
252,"Jefferson County, KY",US,38.19,-85.64,2020-03-23,46.0,58.0,6.0,67.0,1021.0,0.0,116.0
253,"Jefferson Parish, LA",US,29.65,-90.11,2020-03-23,69.0,85.0,11.0,58.0,1022.0,0.0,176.0
254,"Shasta County, CA",US,40.79,-121.85,2020-03-23,28.0,44.0,8.0,94.0,1014.0,0.0,353.0
255,"Spartanburg County, SC",US,34.86,-81.95,2020-03-23,41.0,53.0,4.0,96.0,1023.0,0.2,302.0
256,"Harrison County, KY",US,38.43,-84.35,2020-03-23,42.0,53.0,6.0,91.0,1021.0,0.0,266.0
257,"Johnson County, IA",US,41.67,-91.6,2020-03-23,32.0,46.0,4.0,82.0,1024.0,0.0,116.0
258,"Berkshire County, MA",US,42.31,-73.18,2020-03-23,25.0,36.0,13.0,67.0,1033.0,0.0,122.0
259,"Davidson County, TN",US,36.13,-86.82,2020-03-23,53.0,63.0,6.0,73.0,1021.0,0.0,122.0
260,"Douglas County, OR",US,43.13,-123.25,2020-03-23,33.0,50.0,6.0,69.0,1015.0,0.0,176.0
261,"Fresno County, CA",US,36.99,-119.23,2020-03-23,24.0,34.0,3.0,98.0,1017.0,0.1,371.0
262,"Harford County, MD",US,39.58,-76.36,2020-03-23,38.0,44.0,11.0,95.0,1025.0,0.2,308.0
263,"Hendricks County, IN",US,39.81,-86.54,2020-03-23,35.0,44.0,8.0,84.0,1023.0,0.0,122.0
264,"Hudson County, NJ",US,40.75,-74.05,2020-03-23,28.0,42.0,14.0,87.0,1030.0,0.1,302.0
265,"Johnson County, KS",US,38.85,-94.85,2020-03-23,39.0,62.0,6.0,74.0,1021.0,0.0,122.0
266,"Kittitas County, WA",US,47.18,-120.93,2020-03-23,24.0,42.0,7.0,62.0,1008.0,0.0,176.0
267,"Manatee County, FL",US,27.48,-82.35,2020-03-23,71.0,79.0,8.0,63.0,1024.0,0.0,116.0
268,"Marion County, OR",US,44.84,-122.59,2020-03-23,25.0,40.0,6.0,98.0,1012.0,0.1,320.0
269,"Okaloosa County, FL",US,30.58,-86.66,2020-03-23,69.0,77.0,11.0,74.0,1023.0,0.0,116.0
270,"Polk County, GA",US,34.01,-85.15,2020-03-23,53.0,65.0,8.0,96.0,1021.0,0.7,308.0
271,"Riverside County, CA",US,33.95,-117.4,2020-03-23,54.0,61.0,9.0,53.0,1019.0,0.0,176.0
272,"Shelby County, TN",US,35.13,-89.93,2020-03-23,49.0,63.0,7.0,77.0,1022.0,0.0,116.0
273,"St. Louis County, MO",US,38.61,-90.41,2020-03-23,37.0,57.0,3.0,64.0,1023.0,0.0,116.0
274,"Suffolk County, NY",US,40.98,-72.62,2020-03-23,28.0,42.0,21.0,81.0,1032.0,0.0,122.0
275,"Ulster County, NY",US,41.86,-74.31,2020-03-23,29.0,36.0,8.0,91.0,1030.0,0.0,122.0
276,"Volusia County, FL",US,29.03,-81.08,2020-03-23,69.0,81.0,8.0,64.0,1023.0,0.0,116.0
277,"Fairfax County, VA",US,38.91,-77.24,2020-03-23,42.0,49.0,7.0,93.0,1024.0,0.1,296.0
278,"Rockingham County, NH",US,42.99,-71.05,2020-03-23,28.0,39.0,11.0,50.0,1035.0,0.0,119.0
279,"Washington, D.C.",US,38.91,-77.04,2020-03-23,42.0,50.0,8.0,93.0,1024.0,0.2,308.0
280,"Montgomery County, PA",US,40.23,-75.39,2020-03-23,37.0,42.0,13.0,89.0,1027.0,0.1,302.0
281,"Alameda County, CA",US,37.6,-121.72,2020-03-23,47.0,59.0,9.0,73.0,1020.0,0.0,353.0
282,"Broward County, FL",US,26.19,-80.37,2020-03-23,75.0,84.0,10.0,54.0,1024.0,0.0,176.0
283,"Lee County, FL",US,26.66,-81.95,2020-03-23,72.0,80.0,8.0,61.0,1024.0,0.0,116.0
284,"Pinal County, AZ",US,32.82,-111.28,2020-03-23,58.0,71.0,9.0,38.0,1018.0,0.0,116.0
285,"Rockland County, NY",US,41.15,-73.98,2020-03-23,24.0,38.0,12.0,84.0,1031.0,0.0,122.0
286,"Saratoga County, NY",US,43.03,-73.94,2020-03-23,29.0,38.0,11.0,72.0,1031.0,0.0,122.0
287,"Charleston County, SC",US,32.8,-79.78,2020-03-23,57.0,66.0,6.0,88.0,1023.0,0.0,119.0
288,"Clark County, WA",US,45.75,-122.52,2020-03-23,40.0,46.0,5.0,92.0,1012.0,0.1,296.0
289,"Cobb County, GA",US,33.9,-84.56,2020-03-23,55.0,63.0,8.0,95.0,1022.0,0.6,308.0
290,"Davis County, UT",US,40.96,-112.1,2020-03-23,35.0,46.0,9.0,46.0,1011.0,0.0,176.0
291,"El Paso County, CO",US,38.91,-104.47,2020-03-23,29.0,47.0,16.0,48.0,1012.0,0.0,116.0
292,"Honolulu County, HI",US,21.31,-157.86,2020-03-23,65.0,74.0,23.0,68.0,1022.0,0.0,116.0
293,"Jackson County, OR ",US,42.33,-122.76,2020-03-23,31.0,50.0,6.0,64.0,1014.0,0.0,116.0
294,"Jefferson County, WA",US,47.74,-123.3,2020-03-23,24.0,33.0,5.0,85.0,1009.0,0.1,371.0
295,"Kershaw County, SC",US,34.37,-80.59,2020-03-23,49.0,60.0,1.0,83.0,1024.0,0.0,176.0
296,"Klamath County, OR",US,42.7,-121.61,2020-03-23,31.0,45.0,14.0,52.0,1013.0,0.0,116.0
297,"Madera County, CA",US,37.25,-119.7,2020-03-23,36.0,52.0,2.0,90.0,1018.0,0.0,353.0
298,"Pierce County, WA",US,47.07,-122.13,2020-03-23,40.0,46.0,8.0,86.0,1010.0,0.0,353.0
299,"Tulsa County, OK",US,36.16,-95.94,2020-03-23,49.0,67.0,7.0,74.0,1020.0,0.0,116.0
300,"Douglas County, CO",US,39.26,-104.94,2020-03-23,28.0,44.0,7.0,47.0,1012.0,0.0,116.0
301,"Providence County, RI",US,41.89,-71.48,2020-03-23,30.0,40.0,10.0,52.0,1035.0,0.0,122.0
302,"Chatham County, NC",US,35.72,-79.18,2020-03-23,45.0,54.0,5.0,92.0,1024.0,0.1,302.0
303,"Delaware County, PA",US,39.91,-75.39,2020-03-23,31.0,44.0,13.0,89.0,1027.0,0.0,122.0
304,"Douglas County, NE",US,41.31,-96.2,2020-03-23,37.0,51.0,7.0,84.0,1020.0,0.0,119.0
305,"Fayette County, KY",US,38.06,-84.48,2020-03-23,46.0,53.0,7.0,88.0,1020.0,0.0,266.0
306,"Marion County, IN",US,39.84,-86.18,2020-03-23,36.0,46.0,6.0,78.0,1023.0,0.0,122.0
307,"Middlesex County, MA",US,42.47,-71.29,2020-03-23,30.0,43.0,9.0,45.0,1035.0,0.0,116.0
308,"Nassau County, NY",US,40.65,-73.56,2020-03-23,29.0,44.0,18.0,85.0,1030.0,0.0,296.0
309,"Ramsey County, MN",US,45.0,-93.06,2020-03-23,34.0,50.0,5.0,59.0,1021.0,0.0,122.0
310,"Washoe County, NV",US,40.56,-119.6,2020-03-23,22.0,37.0,8.0,95.0,1014.0,0.0,176.0
311,"Wayne County, PA",US,41.67,-75.25,2020-03-23,29.0,36.0,15.0,90.0,1029.0,0.0,122.0
312,"Yolo County, CA",US,38.76,-121.9,2020-03-23,45.0,64.0,9.0,64.0,1019.0,0.0,116.0
313,"Santa Clara County, CA",US,37.35,-121.96,2020-03-23,47.0,64.0,5.0,61.0,1020.0,0.0,353.0
314,"Clark County, NV",US,36.08,-115.09,2020-03-23,53.0,63.0,19.0,37.0,1015.0,0.0,116.0
315,"Fort Bend County, TX",US,29.57,-95.81,2020-03-23,67.0,80.0,11.0,76.0,1019.0,0.0,116.0
316,"Grant County, WA",US,47.2,-119.37,2020-03-23,42.0,55.0,11.0,38.0,1007.0,0.0,116.0
317,"Santa Rosa County, FL",US,30.77,-86.98,2020-03-23,65.0,82.0,10.0,63.0,1022.0,0.0,116.0
318,"Williamson County, TN",US,35.92,-86.86,2020-03-23,51.0,63.0,6.0,82.0,1021.0,0.0,122.0
319,"New York County, NY",US,40.71,-74.01,2020-03-23,28.0,42.0,14.0,87.0,1030.0,0.1,302.0
320,"Montgomery County, MD",US,39.15,-77.24,2020-03-23,40.0,47.0,10.0,94.0,1024.0,0.1,302.0
321,"Suffolk County, MA",US,42.36,-71.06,2020-03-23,32.0,41.0,11.0,51.0,1036.0,0.0,116.0
322,"Denver County, CO",US,39.74,-104.99,2020-03-23,37.0,54.0,3.0,28.0,1012.0,0.0,116.0
323,"Summit County, CO",US,39.59,-106.06,2020-03-23,5.0,33.0,6.0,67.0,1013.0,0.0,179.0
324,"Bergen County, NJ",US,40.93,-74.08,2020-03-23,28.0,41.0,12.0,86.0,1030.0,0.0,122.0
325,"Harris County, TX",US,29.78,-95.31,2020-03-23,69.0,83.0,9.0,66.0,1019.0,0.0,176.0
326,"San Francisco County, CA",US,37.77,-122.42,2020-03-23,44.0,54.0,11.0,75.0,1020.0,0.0,116.0
327,"Contra Costa County, CA",US,37.85,-121.9,2020-03-23,47.0,57.0,9.0,72.0,1020.0,0.0,119.0
328,"Orange County, CA",US,33.79,-117.85,2020-03-23,52.0,63.0,10.0,54.0,1020.0,0.0,116.0
329,"Norfolk County, MA",US,42.18,-71.14,2020-03-23,30.0,42.0,9.0,48.0,1035.0,0.0,116.0
330,"Maricopa County, AZ",US,33.29,-112.43,2020-03-23,62.0,72.0,10.0,39.0,1018.0,0.0,116.0
331,"Wake County, NC",US,35.8,-78.57,2020-03-23,43.0,56.0,4.0,84.0,1024.0,0.0,302.0
332,"Westchester County, NY",US,41.12,-73.79,2020-03-23,26.0,38.0,12.0,83.0,1031.0,0.0,122.0
333,"Grafton County, NH",US,43.91,-71.83,2020-03-23,17.0,34.0,11.0,51.0,1034.0,0.0,122.0
334,"Hillsborough, FL",US,27.99,-82.3,2020-03-23,69.0,84.0,7.0,55.0,1023.0,0.0,116.0
335,"Placer County, CA",US,39.09,-120.8,2020-03-23,37.0,49.0,6.0,86.0,1017.0,0.0,353.0
336,"San Mateo, CA",US,37.56,-122.33,2020-03-23,51.0,55.0,8.0,78.0,1020.0,0.0,116.0
337,"Sonoma County, CA",US,38.58,-122.99,2020-03-23,41.0,58.0,6.0,62.0,1020.0,0.0,116.0
338,"Umatilla, OR",US,45.78,-118.76,2020-03-23,41.0,55.0,17.0,47.0,1008.0,0.0,116.0
339,"Fulton County, GA",US,33.8,-84.4,2020-03-23,53.0,63.0,7.0,96.0,1022.0,0.1,122.0
340,"Washington County, OR",US,45.55,-123.14,2020-03-23,35.0,48.0,6.0,84.0,1013.0,0.1,353.0
341,"Snohomish County, WA",US,48.03,-121.83,2020-03-23,38.0,43.0,4.0,92.0,1008.0,0.1,353.0
342,"Humboldt County, CA",US,40.75,-123.87,2020-03-23,45.0,50.0,5.0,71.0,1018.0,0.0,176.0
343,"Sacramento County, CA",US,38.47,-121.35,2020-03-23,48.0,62.0,11.0,75.0,1018.0,0.0,176.0
344,"San Diego County, CA",US,32.72,-117.16,2020-03-23,51.0,63.0,11.0,60.0,1021.0,0.0,113.0
345,"San Benito, CA",US,36.58,-120.99,2020-03-23,42.0,62.0,2.0,70.0,1021.0,0.0,353.0
346,"Los Angeles, CA",US,34.05,-118.24,2020-03-23,55.0,64.0,8.0,49.0,1020.0,0.0,116.0
347,"King County, WA",US,47.61,-122.33,2020-03-23,42.0,52.0,11.0,56.0,1009.0,0.0,176.0
348,"Cook County, IL",US,41.74,-87.7,2020-03-23,34.0,49.0,3.0,68.0,1023.0,0.0,122.0
349,"Skagit, WA",US,48.42,-121.71,2020-03-23,24.0,36.0,5.0,88.0,1007.0,0.2,371.0
350,"Thurston, WA",US,46.86,-122.77,2020-03-23,39.0,48.0,8.0,78.0,1010.0,0.1,353.0
351,"Island, WA",US,48.2,-122.58,2020-03-23,42.0,46.0,8.0,83.0,1008.0,0.0,353.0
352,"Whatcom, WA",US,48.88,-121.97,2020-03-23,34.0,39.0,4.0,95.0,1007.0,0.4,335.0
353,"Marin, CA",US,38.08,-122.76,2020-03-23,47.0,52.0,13.0,79.0,1020.0,0.0,116.0
354,"Calaveras, CA",US,38.2,-120.68,2020-03-23,36.0,60.0,6.0,82.0,1018.0,0.0,176.0
355,"Stanislaus, CA",US,37.51,-120.99,2020-03-23,51.0,63.0,11.0,79.0,1019.0,0.1,353.0
356,"San Joaquin, CA",US,36.61,-120.19,2020-03-23,52.0,65.0,7.0,69.0,1019.0,0.0,176.0
357,"Essex, MA",US,42.63,-70.78,2020-03-23,32.0,38.0,16.0,64.0,1036.0,0.0,119.0
358,"Charlton, GA",US,30.79,-82.08,2020-03-23,65.0,86.0,4.0,58.0,1023.0,0.0,116.0
359,"Collier, FL",US,26.07,-81.43,2020-03-23,71.0,79.0,8.0,61.0,1024.0,0.0,116.0
360,"Pinellas, FL",US,27.88,-82.78,2020-03-23,68.0,78.0,6.0,71.0,1024.0,0.0,116.0
361,"Alachua, FL",US,29.79,-82.49,2020-03-23,66.0,85.0,5.0,54.0,1023.0,0.0,116.0
362,"Nassau, FL",US,30.59,-81.82,2020-03-23,65.0,86.0,4.0,58.0,1023.0,0.0,116.0
363,"Pasco, FL",US,28.32,-82.43,2020-03-23,67.0,85.0,7.0,53.0,1023.0,0.0,116.0
364,"Dallas, TX",US,32.78,-96.8,2020-03-23,59.0,74.0,5.0,80.0,1018.0,0.0,122.0
365,"Tarrant, TX",US,32.77,-97.35,2020-03-23,58.0,73.0,7.0,82.0,1018.0,0.0,122.0
366,"Montgomery, TX",US,30.39,-95.7,2020-03-23,66.0,82.0,8.0,77.0,1019.0,0.0,122.0
367,"Middlesex, NJ",US,40.57,-74.49,2020-03-23,26.0,41.0,13.0,92.0,1029.0,0.1,302.0
368,"Jefferson, CO",US,39.58,-105.27,2020-03-23,29.0,55.0,1.0,37.0,1012.0,0.0,116.0
369,"Multnomah, OR",US,45.51,-122.59,2020-03-23,43.0,49.0,9.0,75.0,1012.0,0.1,296.0
370,"Polk, OR",US,44.93,-123.49,2020-03-23,34.0,48.0,8.0,86.0,1013.0,0.1,296.0
371,"Deschutes, OR",US,43.83,-121.26,2020-03-23,29.0,37.0,22.0,44.0,1011.0,0.0,116.0
372,"McHenry, IL",US,42.33,-88.27,2020-03-23,26.0,43.0,3.0,82.0,1023.0,0.0,122.0
373,"Lake, IL",US,42.37,-87.83,2020-03-23,31.0,42.0,3.0,81.0,1023.0,0.0,122.0
374,"Bucks, PA",US,40.41,-75.25,2020-03-23,36.0,42.0,13.0,91.0,1028.0,0.1,302.0
375,"Hanover, VA",US,37.78,-77.52,2020-03-23,44.0,53.0,5.0,94.0,1023.0,0.1,296.0
376,"Lancaster, SC",US,34.73,-80.68,2020-03-23,42.0,54.0,4.0,95.0,1024.0,0.0,143.0
377,"Sullivan, TN",US,36.49,-82.35,2020-03-23,48.0,53.0,2.0,97.0,1021.0,0.5,308.0
378,"Johnson, IN",US,39.46,-86.13,2020-03-23,36.0,48.0,7.0,76.0,1023.0,0.0,122.0
379,"Howard, IN",US,40.45,-86.13,2020-03-23,33.0,42.0,6.0,94.0,1023.0,0.0,119.0
380,"St. Joseph, IN",US,41.62,-86.34,2020-03-23,32.0,41.0,7.0,91.0,1023.0,0.0,176.0
381,"Knox, NE",US,42.67,-97.87,2020-03-23,33.0,53.0,5.0,84.0,1020.0,0.0,122.0
382,"Stark, OH",US,40.87,-81.25,2020-03-23,38.0,43.0,6.0,96.0,1019.0,0.1,122.0
383,"Anoka, MN",US,45.33,-93.22,2020-03-23,33.0,49.0,4.0,58.0,1021.0,0.0,119.0
384,"Olmsted, MN",US,44.0,-92.38,2020-03-23,32.0,44.0,8.0,86.0,1021.0,0.0,122.0
385,"Summit, UT",US,40.83,-111.0,2020-03-23,26.0,36.0,8.0,63.0,1011.0,0.0,116.0
386,"Fairfield, CT",US,41.26,-73.37,2020-03-23,22.0,37.0,13.0,80.0,1032.0,0.0,122.0
387,"Litchfield, CT",US,41.79,-73.28,2020-03-23,19.0,38.0,13.0,76.0,1032.0,0.0,122.0
388,"Orleans, LA",US,29.95,-90.07,2020-03-23,70.0,84.0,8.0,59.0,1021.0,0.0,116.0
389,"Pennington, SD",US,43.89,-102.25,2020-03-23,34.0,60.0,11.0,61.0,1015.0,0.0,116.0
390,"Beadle, SD",US,44.48,-98.22,2020-03-23,31.0,50.0,8.0,55.0,1019.0,0.0,116.0
391,"Charles Mix, SD",US,43.1,-98.4,2020-03-23,35.0,53.0,6.0,83.0,1019.0,0.0,122.0
392,"Davison, SD",US,43.72,-98.22,2020-03-23,32.0,47.0,7.0,83.0,1020.0,0.0,116.0
393,"Minnehaha, SD",US,43.66,-96.84,2020-03-23,34.0,45.0,6.0,91.0,1020.0,0.0,143.0
394,"Bon Homme, SD",US,42.98,-97.87,2020-03-23,35.0,53.0,6.0,83.0,1019.0,0.0,122.0
395,"Socorro, NM",US,33.88,-106.72,2020-03-23,52.0,68.0,14.0,20.0,1014.0,0.0,113.0
396,"Bernalillo, NM",US,35.02,-106.63,2020-03-23,48.0,67.0,13.0,32.0,1014.0,0.0,116.0
397,"Oakland, MI",US,42.59,-83.34,2020-03-23,30.0,37.0,7.0,95.0,1021.0,0.0,122.0
398,"Wayne, MI",US,42.28,-83.34,2020-03-23,33.0,41.0,7.0,90.0,1021.0,0.0,317.0
399,"New Castle, DE",US,39.54,-75.67,2020-03-23,37.0,45.0,13.0,93.0,1026.0,0.2,308.0
400,,Cuba,22.0,-80.0,2020-03-23,65.0,86.0,8.0,40.0,1022.0,0.0,116.0
401,,Guyana,5.0,-58.75,2020-03-23,72.0,92.0,6.0,51.0,1015.0,0.0,176.0
402,Australian Capital Territory,Australia,-35.47,149.01,2020-03-23,47.0,67.0,4.0,41.0,1024.0,0.0,116.0
403,United Kingdom,United Kingdom,55.38,-3.44,2020-03-23,29.0,46.0,11.0,59.0,1023.0,0.0,116.0
404,,Kazakhstan,48.02,66.92,2020-03-23,21.0,32.0,12.0,86.0,1033.0,0.0,116.0
405,French Polynesia,France,-17.68,149.41,2020-03-23,75.0,83.0,16.0,75.0,1014.0,0.0,353.0
406,Manitoba,Canada,53.76,-98.81,2020-03-23,14.0,30.0,4.0,81.0,1015.0,0.0,116.0
407,Saskatchewan,Canada,52.94,-106.45,2020-03-23,19.0,30.0,11.0,94.0,1013.0,0.0,122.0
408,,Ethiopia,9.15,40.49,2020-03-23,66.0,88.0,1.0,51.0,1015.0,0.0,116.0
409,,Sudan,12.86,30.22,2020-03-23,69.0,99.0,16.0,7.0,1012.0,0.0,113.0
410,,Guinea,9.95,-9.7,2020-03-23,73.0,99.0,9.0,33.0,1011.0,0.0,116.0
411,Grand Princess,Canada,37.65,-122.67,2020-03-23,37.0,52.0,11.0,81.0,1020.0,0.0,119.0
412,,Kenya,-0.02,37.91,2020-03-23,61.0,79.0,6.0,45.0,1013.0,0.0,116.0
413,,Antigua and Barbuda,17.06,-61.8,2020-03-23,76.0,78.0,22.0,78.0,1020.0,0.0,353.0
414,Alabama,US,32.32,-86.9,2020-03-23,58.0,73.0,8.0,84.0,1020.0,0.1,122.0
415,,Uruguay,-32.52,-55.77,2020-03-23,54.0,85.0,8.0,40.0,1019.0,0.0,113.0
416,,Ghana,7.95,-1.02,2020-03-23,76.0,90.0,7.0,63.0,1010.0,0.0,116.0
417,Puerto Rico,US,18.22,-66.59,2020-03-23,72.0,81.0,13.0,68.0,1021.0,0.0,353.0
418,,Namibia,-22.96,18.49,2020-03-23,66.0,84.0,10.0,28.0,1014.0,0.0,116.0
419,,Seychelles,-4.68,55.49,2020-03-23,81.0,82.0,12.0,81.0,1011.0,0.2,359.0
420,,Trinidad and Tobago,10.69,-61.22,2020-03-23,74.0,84.0,11.0,62.0,1017.0,0.0,116.0
421,,Venezuela,6.42,-66.59,2020-03-23,78.0,101.0,12.0,28.0,1013.0,0.0,116.0
422,,Eswatini,-26.52,31.47,2020-03-23,62.0,85.0,4.0,52.0,1017.0,0.0,176.0
423,,Gabon,-0.8,11.61,2020-03-23,69.0,91.0,3.0,58.0,1011.0,0.0,176.0
424,,Guatemala,15.78,-90.23,2020-03-23,56.0,76.0,5.0,55.0,1018.0,0.0,116.0
425,,Mauritania,21.01,10.94,2020-03-23,77.0,103.0,3.0,10.0,1007.0,0.0,116.0
426,,Rwanda,-1.94,29.87,2020-03-23,59.0,76.0,4.0,71.0,1014.0,0.1,356.0
427,,Saint Lucia,13.91,-60.98,2020-03-23,77.0,81.0,16.0,67.0,1018.0,0.0,116.0
428,,Saint Vincent and the Grenadines,12.98,-61.29,2020-03-23,79.0,79.0,18.0,77.0,1018.0,0.0,116.0
429,,Suriname,3.92,-56.03,2020-03-23,68.0,91.0,5.0,44.0,1015.0,0.0,116.0
430,French Guiana,France,3.93,-53.13,2020-03-23,68.0,92.0,5.0,51.0,1015.0,0.0,119.0
431,Guam,US,13.44,144.79,2020-03-23,78.0,82.0,14.0,77.0,1011.0,0.0,176.0
432,,Kosovo,42.6,20.9,2020-03-23,18.0,33.0,13.0,59.0,1021.0,0.0,329.0
433,Newfoundland and Labrador,Canada,53.14,-57.66,2020-03-23,10.0,28.0,16.0,47.0,1026.0,0.0,116.0
434,Prince Edward Island,Canada,46.51,-63.42,2020-03-23,15.0,27.0,7.0,82.0,1041.0,0.0,116.0
435,,Central African Republic,6.61,20.94,2020-03-23,74.0,96.0,5.0,44.0,1009.0,0.0,263.0
436,,Congo (Brazzaville),-4.04,21.76,2020-03-23,69.0,90.0,4.0,55.0,1010.0,0.0,116.0
437,,Equatorial Guinea,1.5,10.0,2020-03-23,79.0,86.0,6.0,67.0,1011.0,0.0,353.0
438,Mayotte,France,-12.83,45.17,2020-03-23,83.0,85.0,3.0,67.0,1013.0,0.0,116.0
439,,Uzbekistan,41.38,64.59,2020-03-23,45.0,62.0,27.0,38.0,1015.0,0.0,116.0
440,Netherlands,Netherlands,52.13,5.29,2020-03-23,31.0,49.0,13.0,39.0,1033.0,0.0,113.0
441,Nova Scotia,Canada,44.68,-63.74,2020-03-23,20.0,30.0,6.0,43.0,1041.0,0.0,122.0
442,Guadeloupe,France,16.25,-61.58,2020-03-23,74.0,79.0,13.0,77.0,1019.0,0.2,356.0
443,,Benin,9.31,2.32,2020-03-23,74.0,90.0,7.0,62.0,1010.0,0.0,116.0
444,,Liberia,6.43,-9.43,2020-03-23,75.0,86.0,5.0,63.0,1012.0,0.0,116.0
445,Curacao,Netherlands,12.17,-68.99,2020-03-23,79.0,80.0,19.0,79.0,1017.0,0.1,176.0
446,,Somalia,5.15,46.2,2020-03-23,77.0,96.0,3.0,40.0,1010.0,0.0,116.0
447,,Tanzania,-6.37,34.89,2020-03-23,64.0,78.0,3.0,68.0,1015.0,0.0,176.0
448,Virgin Islands,US,18.34,-64.9,2020-03-23,65.0,76.0,21.0,76.0,1021.0,0.0,122.0
449,Cayman Islands,United Kingdom,19.31,-81.25,2020-03-23,78.0,79.0,15.0,79.0,1021.0,0.0,116.0
450,Reunion,France,-21.14,55.25,2020-03-23,73.0,81.0,2.0,72.0,1016.0,0.0,116.0
451,,Barbados,13.19,-59.54,2020-03-23,77.0,81.0,17.0,69.0,1018.0,0.0,116.0
452,,Montenegro,42.5,19.3,2020-03-23,39.0,47.0,8.0,44.0,1019.0,0.0,116.0
453,,Kyrgyzstan,41.2,74.77,2020-03-23,18.0,30.0,8.0,63.0,1017.0,0.0,116.0
454,,Mauritius,-20.2,57.5,2020-03-23,76.0,83.0,15.0,77.0,1015.0,0.0,119.0
455,Aruba,Netherlands,12.52,-70.04,2020-03-23,79.0,81.0,19.0,78.0,1016.0,0.0,176.0
456,,Zambia,-15.42,28.28,2020-03-23,61.0,78.0,7.0,60.0,1016.0,0.0,116.0
457,,Djibouti,11.83,42.59,2020-03-23,80.0,88.0,6.0,63.0,1012.0,0.0,176.0
458,,"Gambia, The",13.44,-15.31,2020-03-23,69.0,99.0,9.0,19.0,1013.0,0.0,116.0
459,Montserrat,United Kingdom,16.74,-62.19,2020-03-23,63.0,78.0,23.0,80.0,1020.0,0.0,353.0
460,,"Bahamas, The",25.03,-77.4,2020-03-23,62.0,74.0,11.0,78.0,1024.0,0.0,116.0
461,Greenland,Denmark,71.71,-42.6,2020-03-23,-43.0,-26.0,9.0,97.0,998.0,0.0,122.0
462,New Caledonia,France,-20.9,165.62,2020-03-23,71.0,79.0,12.0,70.0,1012.0,0.0,176.0
463,Bermuda,United Kingdom,32.31,-64.75,2020-03-23,54.0,67.0,23.0,85.0,1029.0,0.0,296.0
464,,Chad,15.45,18.73,2020-03-23,77.0,107.0,9.0,7.0,1006.0,0.0,113.0
465,,El Salvador,13.79,-88.9,2020-03-23,70.0,96.0,5.0,24.0,1015.0,0.0,116.0
466,,Fiji,-17.71,178.07,2020-03-23,74.0,84.0,7.0,85.0,1010.0,0.2,299.0
467,,Nicaragua,12.87,-85.21,2020-03-23,65.0,89.0,21.0,39.0,1015.0,0.0,116.0
468,,Madagascar,-18.77,46.87,2020-03-23,54.0,72.0,10.0,68.0,1017.0,0.0,116.0
469,,Haiti,18.97,-72.29,2020-03-23,64.0,84.0,5.0,42.0,1020.0,0.0,116.0
470,,Angola,-11.2,17.87,2020-03-23,60.0,76.0,9.0,66.0,1013.0,0.0,176.0
471,,Cabo Verde,16.54,-23.04,2020-03-23,59.0,69.0,19.0,75.0,1018.0,0.0,176.0
472,Sint Maarten,Netherlands,18.04,-63.05,2020-03-23,66.0,77.0,22.0,77.0,1021.0,0.0,122.0
473,,Niger,17.61,8.08,2020-03-23,82.0,104.0,3.0,9.0,1008.0,0.0,113.0
474,,Papua New Guinea,-6.32,143.96,2020-03-23,56.0,69.0,3.0,88.0,1009.0,0.1,176.0
475,Isle of Man,United Kingdom,54.24,-4.55,2020-03-23,38.0,44.0,12.0,71.0,1024.0,0.0,116.0
476,,Zimbabwe,-20.0,30.0,2020-03-23,62.0,83.0,8.0,41.0,1016.0,0.0,116.0
477,Northwest Territories,Canada,64.83,-124.85,2020-03-23,-14.0,8.0,2.0,86.0,1033.0,0.0,116.0
478,,Cape Verde,15.11,-23.62,2020-03-23,67.0,70.0,20.0,73.0,1017.0,0.0,116.0
479,,East Timor,-8.55,125.56,2020-03-23,70.0,83.0,4.0,70.0,1010.0,0.0,176.0
480,,Eritrea,15.18,39.78,2020-03-23,56.0,75.0,3.0,24.0,1013.0,0.0,113.0
481,,Uganda,1.0,32.0,2020-03-23,67.0,87.0,4.0,46.0,1012.0,0.0,116.0
